exp_sig,fan_cre,plt_con,mul_plt,plt_spo,pk_sco,maj_gen,fi,ao,typ,multi,cre_lev,tra_rate,vio,lt_hol,maj_inc,avg_pv,core_inf
FALSE,TRUE,FALSE,TRUE,A,20076,m,type1,A,B,TRUE,type2,16,TRUE,C,type4,8665,484
TRUE,TRUE,FALSE,TRUE,B,123,f,type6,A,B,TRUE,type2,29,FALSE,B,type4,2446,479
TRUE,TRUE,FALSE,TRUE,B,346,f,type6,A,B,TRUE,type3,29,FALSE,C,type1,4636,729
FALSE,FALSE,FALSE,TRUE,A,15388,f,type1,A,B,TRUE,type5,33,FALSE,C,type4,8711,401
TRUE,TRUE,FALSE,TRUE,C,155,f,type6,A,B,TRUE,type4,29,FALSE,A,type3,7529,522
FALSE,TRUE,FALSE,TRUE,A,497,m,type3,C,A,FALSE,type5,16,TRUE,C,type2,9859,607
TRUE,FALSE,FALSE,TRUE,B,132,f,type6,A,B,TRUE,type4,33,FALSE,C,type3,8290,561
TRUE,FALSE,TRUE,TRUE,C,3163,m,type6,A,B,TRUE,type4,25,FALSE,C,type3,7761,604
TRUE,FALSE,FALSE,TRUE,A,20440,f,type6,A,B,TRUE,type5,20,FALSE,B,type4,4845,438
TRUE,TRUE,FALSE,TRUE,C,464,f,type6,B,B,TRUE,type3,25,FALSE,C,type3,9867,521
TRUE,TRUE,FALSE,TRUE,B,251,f,type1,A,B,TRUE,type4,25,FALSE,B,type4,2593,454
TRUE,FALSE,FALSE,TRUE,B,177,f,type3,A,B,FALSE,type4,33,FALSE,A,type3,2503,546
TRUE,FALSE,FALSE,TRUE,C,387,f,type6,A,B,TRUE,type5,25,FALSE,B,type4,3575,481
TRUE,TRUE,FALSE,TRUE,B,2178,f,type6,B,B,TRUE,type4,37,FALSE,B,type3,1786,541
FALSE,TRUE,FALSE,TRUE,C,281,f,type6,A,B,TRUE,type5,25,FALSE,C,type1,7099,693
TRUE,FALSE,FALSE,TRUE,A,399,f,type6,A,B,TRUE,type1,29,FALSE,B,type4,4944,436
TRUE,FALSE,TRUE,TRUE,C,328,m,type6,A,B,TRUE,type4,25,TRUE,B,type3,8885,530
TRUE,FALSE,FALSE,TRUE,B,3047,f,type2,B,B,FALSE,type5,41,FALSE,B,type3,3727,540
TRUE,FALSE,FALSE,TRUE,C,235,m,type2,A,B,TRUE,type4,29,FALSE,B,type5,9514,373
TRUE,TRUE,FALSE,TRUE,C,2462,f,type6,A,B,TRUE,type1,29,FALSE,B,type2,8262,662
FALSE,FALSE,FALSE,TRUE,A,30469,m,type4,A,B,TRUE,type1,25,FALSE,C,type4,8581,473
TRUE,FALSE,FALSE,TRUE,B,10187,m,type6,A,B,TRUE,type1,20,TRUE,B,type4,3020,491
TRUE,TRUE,FALSE,TRUE,C,451,f,type6,A,B,TRUE,type3,25,FALSE,B,type2,7855,666
FALSE,FALSE,FALSE,TRUE,B,220,f,type6,A,B,TRUE,type4,25,FALSE,B,type4,9637,430
TRUE,TRUE,FALSE,TRUE,B,330,m,type6,A,B,TRUE,type5,33,FALSE,B,type2,7142,660
TRUE,TRUE,FALSE,TRUE,B,199,f,type6,A,A,TRUE,type3,29,FALSE,C,type1,949,678
TRUE,TRUE,FALSE,TRUE,B,180,m,type6,B,B,FALSE,type2,33,FALSE,C,type2,761,633
TRUE,FALSE,FALSE,TRUE,C,224,m,type6,A,B,TRUE,type3,33,FALSE,C,type3,7997,546
TRUE,TRUE,FALSE,TRUE,B,107,m,type3,A,B,TRUE,type4,33,FALSE,B,type3,1915,561
TRUE,FALSE,FALSE,TRUE,B,5133,f,type1,A,B,TRUE,type5,25,FALSE,A,type3,311,559
FALSE,FALSE,FALSE,TRUE,A,9191,m,type6,A,B,TRUE,type1,41,TRUE,C,type2,2146,629
TRUE,TRUE,FALSE,TRUE,B,3098,m,type4,A,B,TRUE,type5,16,FALSE,B,type1,2919,683
FALSE,FALSE,FALSE,TRUE,B,114,m,type2,A,B,FALSE,type5,29,FALSE,B,type1,8645,933
FALSE,TRUE,FALSE,TRUE,B,364,f,type6,A,A,TRUE,type5,33,FALSE,B,type4,9925,455
TRUE,TRUE,FALSE,TRUE,B,255,m,type6,A,B,TRUE,type4,25,FALSE,B,type4,1259,466
TRUE,TRUE,FALSE,TRUE,B,1255,m,type5,A,B,TRUE,type4,33,FALSE,A,type4,3890,506
TRUE,FALSE,FALSE,TRUE,A,449,m,type4,A,B,TRUE,type5,33,FALSE,B,type3,1476,574
TRUE,FALSE,FALSE,TRUE,B,3323,f,type6,A,B,TRUE,type3,29,FALSE,B,type3,2710,543
TRUE,TRUE,FALSE,TRUE,B,352,m,type6,C,B,TRUE,type4,33,TRUE,C,type3,2943,564
TRUE,TRUE,FALSE,TRUE,C,175,f,type6,A,B,TRUE,type3,29,FALSE,C,type3,9185,527
TRUE,TRUE,TRUE,TRUE,B,48,f,type2,B,B,TRUE,type3,25,FALSE,B,type3,5675,540
TRUE,FALSE,FALSE,TRUE,B,2206,m,type6,B,B,TRUE,type1,50,FALSE,C,type3,9808,610
TRUE,TRUE,FALSE,TRUE,A,496,f,type6,A,B,FALSE,type4,20,FALSE,C,type1,2111,705
TRUE,TRUE,FALSE,TRUE,B,17130,m,type6,A,B,TRUE,type1,29,FALSE,B,type3,9684,502
TRUE,FALSE,FALSE,TRUE,A,15212,m,type6,A,B,FALSE,type1,25,FALSE,B,type4,1317,482
TRUE,FALSE,FALSE,TRUE,C,2422,m,type4,A,B,TRUE,type5,37,FALSE,B,type2,2168,668
TRUE,FALSE,FALSE,TRUE,B,217,f,type6,A,A,TRUE,type4,29,FALSE,C,type4,9995,502
TRUE,FALSE,FALSE,TRUE,C,40,f,type2,A,B,TRUE,type4,29,FALSE,C,type3,8555,519
TRUE,FALSE,FALSE,TRUE,B,257,f,type6,A,B,FALSE,type5,41,FALSE,C,type4,9044,494
TRUE,TRUE,FALSE,TRUE,C,90,m,type4,A,B,TRUE,type4,33,FALSE,C,type1,3906,725
TRUE,TRUE,FALSE,TRUE,B,141,f,type6,A,B,TRUE,type1,33,FALSE,B,type3,4152,524
TRUE,FALSE,FALSE,TRUE,C,1427,m,type6,A,B,TRUE,type5,50,FALSE,C,type1,3443,738
TRUE,FALSE,FALSE,TRUE,B,220,f,type6,A,B,FALSE,type3,25,FALSE,B,type3,5818,549
TRUE,TRUE,TRUE,TRUE,C,307,f,type6,A,A,FALSE,type5,33,FALSE,B,type1,3187,753
TRUE,FALSE,FALSE,TRUE,A,65,f,type4,C,B,FALSE,type1,29,FALSE,B,type2,8570,631
TRUE,FALSE,FALSE,TRUE,C,378,m,type4,A,B,FALSE,type4,29,FALSE,B,type2,5470,657
TRUE,FALSE,FALSE,TRUE,C,442,m,type6,C,B,TRUE,type4,33,FALSE,B,type2,7456,644
FALSE,FALSE,FALSE,TRUE,B,59,m,type6,A,B,TRUE,type5,25,FALSE,B,type1,1985,679
TRUE,TRUE,FALSE,TRUE,B,277,m,type3,A,B,TRUE,type4,25,FALSE,C,type4,9954,420
TRUE,FALSE,FALSE,TRUE,C,5,f,type3,A,B,TRUE,type3,37,FALSE,C,type2,3713,609
TRUE,TRUE,FALSE,TRUE,C,61,m,type6,A,B,TRUE,type4,25,FALSE,B,type1,4212,705
TRUE,FALSE,FALSE,TRUE,A,5125,f,type6,A,C,TRUE,type1,25,FALSE,B,type1,7068,706
TRUE,TRUE,FALSE,TRUE,C,63,f,type4,A,B,TRUE,type5,33,FALSE,C,type2,6791,635
TRUE,TRUE,FALSE,TRUE,B,438,f,type2,B,B,TRUE,type4,29,FALSE,B,type3,3643,527
TRUE,FALSE,FALSE,TRUE,B,5382,m,type6,A,B,TRUE,type4,29,FALSE,B,type3,379,595
TRUE,TRUE,FALSE,TRUE,B,272,m,type2,A,B,FALSE,type5,29,FALSE,C,type1,5889,786
TRUE,TRUE,FALSE,TRUE,B,311,f,type6,B,B,TRUE,type3,25,FALSE,C,type1,1465,686
TRUE,TRUE,FALSE,TRUE,C,246,f,type1,A,B,FALSE,type4,33,FALSE,C,type2,6394,667
TRUE,TRUE,FALSE,TRUE,B,5312,f,type6,B,A,TRUE,type5,20,TRUE,C,type3,3910,544
TRUE,FALSE,FALSE,TRUE,A,45,f,type1,A,B,FALSE,type5,25,FALSE,C,type1,27,820
TRUE,FALSE,FALSE,TRUE,C,247,m,type2,A,A,TRUE,type5,33,FALSE,C,type3,8186,595
FALSE,TRUE,FALSE,TRUE,C,255,f,type4,A,B,FALSE,type5,33,FALSE,B,type1,7213,662
FALSE,FALSE,FALSE,TRUE,A,3420,m,type3,A,B,TRUE,type5,29,TRUE,A,type1,6737,878
TRUE,TRUE,FALSE,TRUE,C,186,m,type4,B,B,TRUE,type3,29,FALSE,B,type3,5136,563
TRUE,TRUE,FALSE,TRUE,B,350,m,type6,A,B,TRUE,type5,33,FALSE,C,type1,2950,910
TRUE,TRUE,FALSE,TRUE,C,102,m,type6,C,B,TRUE,type4,37,FALSE,B,type4,5355,396
TRUE,TRUE,TRUE,TRUE,C,253,m,type6,A,B,TRUE,type3,25,FALSE,B,type4,1564,465
TRUE,TRUE,FALSE,TRUE,B,12189,f,type1,A,B,FALSE,type5,29,TRUE,B,type1,3891,708
TRUE,FALSE,FALSE,TRUE,C,30221,f,type6,B,B,FALSE,type4,25,FALSE,C,type3,7976,601
TRUE,TRUE,FALSE,TRUE,C,406,m,type6,A,B,TRUE,type3,33,FALSE,C,type3,5059,560
TRUE,FALSE,FALSE,TRUE,B,4472,f,type2,A,A,TRUE,type5,20,TRUE,A,type1,5987,715
TRUE,FALSE,FALSE,TRUE,A,14308,m,type6,A,A,FALSE,type1,29,TRUE,B,type4,2342,443
TRUE,FALSE,FALSE,TRUE,C,15260,f,type6,A,B,TRUE,type5,41,TRUE,C,type1,1011,767
TRUE,TRUE,FALSE,TRUE,B,3468,m,type2,A,B,TRUE,type4,33,TRUE,C,type3,2348,547
TRUE,TRUE,FALSE,TRUE,C,325,f,type6,A,B,TRUE,type5,25,FALSE,A,type2,4011,633
TRUE,FALSE,FALSE,TRUE,C,311,f,type3,A,B,TRUE,type3,25,FALSE,A,type4,3871,484
TRUE,TRUE,FALSE,TRUE,C,129,f,type6,A,B,TRUE,type3,33,FALSE,B,type3,7475,563
TRUE,TRUE,FALSE,TRUE,C,5159,m,type3,A,B,TRUE,type4,25,FALSE,C,type3,5497,542
TRUE,FALSE,FALSE,TRUE,B,318,m,type6,A,C,TRUE,type5,37,FALSE,C,type1,9486,702
TRUE,FALSE,TRUE,TRUE,B,79,f,type2,A,A,TRUE,type5,33,FALSE,C,type1,7831,681
FALSE,TRUE,FALSE,TRUE,A,5224,m,type3,B,A,FALSE,type1,25,FALSE,B,type1,1018,807
TRUE,TRUE,FALSE,TRUE,B,363,m,type2,A,B,TRUE,type3,25,TRUE,B,type4,1769,485
TRUE,FALSE,FALSE,TRUE,B,2443,m,type5,A,B,FALSE,type5,25,TRUE,B,type3,8880,536
TRUE,FALSE,FALSE,TRUE,B,492,f,type6,A,A,TRUE,type5,33,FALSE,C,type1,2858,706
TRUE,TRUE,FALSE,TRUE,A,319,f,type6,A,B,TRUE,type5,16,TRUE,C,type1,8630,779
TRUE,FALSE,FALSE,TRUE,B,84,f,type6,A,B,TRUE,type3,29,FALSE,C,type3,5987,563
TRUE,FALSE,FALSE,TRUE,B,10039,m,type6,A,B,TRUE,type5,20,FALSE,B,type2,9649,632
TRUE,TRUE,FALSE,TRUE,C,178,m,type6,B,B,TRUE,type3,29,TRUE,C,type4,3979,478
TRUE,FALSE,FALSE,TRUE,B,2465,f,type6,A,B,TRUE,type5,29,FALSE,B,type2,3600,619
TRUE,FALSE,FALSE,TRUE,A,281,f,type6,A,A,TRUE,type1,29,FALSE,A,type1,2949,769
TRUE,FALSE,FALSE,TRUE,C,79,f,type6,A,B,FALSE,type3,33,TRUE,B,type4,5348,399
TRUE,TRUE,FALSE,TRUE,B,270,f,type5,A,B,TRUE,type1,33,FALSE,A,type4,9502,498
FALSE,TRUE,FALSE,TRUE,B,268,m,type6,A,B,FALSE,type5,12,FALSE,C,type1,668,802
TRUE,FALSE,FALSE,TRUE,C,90,m,type2,A,B,FALSE,type5,33,FALSE,C,type3,7581,566
TRUE,TRUE,FALSE,TRUE,C,221,m,type6,A,B,FALSE,type1,25,FALSE,C,type1,1517,752
TRUE,FALSE,FALSE,TRUE,A,30029,m,type4,A,B,FALSE,type2,33,FALSE,B,type1,9893,986
TRUE,TRUE,FALSE,TRUE,A,30313,m,type6,A,B,FALSE,type1,29,FALSE,B,type3,3125,568
TRUE,FALSE,TRUE,TRUE,C,226,f,type3,A,B,TRUE,type4,33,FALSE,B,type1,3837,687
TRUE,TRUE,FALSE,TRUE,B,402,m,type6,A,B,TRUE,type4,29,FALSE,C,type4,2579,459
TRUE,FALSE,FALSE,TRUE,C,240,f,type6,A,B,TRUE,type5,25,FALSE,B,type4,5122,475
TRUE,FALSE,FALSE,TRUE,B,297,f,type3,B,A,TRUE,type5,33,FALSE,B,type3,24,577
TRUE,TRUE,FALSE,TRUE,C,344,f,type1,A,B,TRUE,type4,25,FALSE,B,type2,5135,636
TRUE,TRUE,FALSE,TRUE,B,433,f,type6,A,B,TRUE,type4,41,FALSE,B,type3,4261,598
TRUE,TRUE,FALSE,TRUE,B,5296,m,type6,A,B,TRUE,type3,33,FALSE,C,type4,5310,415
TRUE,FALSE,FALSE,TRUE,C,16,f,type6,A,B,TRUE,type3,25,TRUE,B,type3,3164,516
TRUE,FALSE,FALSE,TRUE,B,188,m,type5,A,B,TRUE,type5,37,FALSE,B,type3,6284,576
TRUE,TRUE,FALSE,TRUE,C,474,f,type6,A,B,FALSE,type1,37,TRUE,C,type5,7271,351
TRUE,FALSE,FALSE,TRUE,C,353,m,type6,B,B,TRUE,type5,20,FALSE,B,type1,5503,955
TRUE,FALSE,FALSE,TRUE,C,440,f,type6,A,B,TRUE,type5,33,FALSE,B,type1,4783,717
TRUE,FALSE,FALSE,TRUE,C,23,f,type6,B,B,FALSE,type5,25,FALSE,C,type4,6450,418
TRUE,FALSE,FALSE,TRUE,A,5490,m,type6,A,B,FALSE,type5,29,FALSE,B,type3,4043,591
TRUE,TRUE,FALSE,TRUE,C,121,m,type6,A,B,TRUE,type4,25,FALSE,C,type3,5949,604
TRUE,TRUE,FALSE,TRUE,C,270,m,type6,A,B,TRUE,type4,25,FALSE,B,type3,6476,558
TRUE,TRUE,FALSE,TRUE,C,197,m,type6,A,A,TRUE,type4,20,FALSE,B,type1,3583,801
TRUE,TRUE,FALSE,TRUE,B,67,m,type6,A,B,TRUE,type4,29,FALSE,C,type1,2038,705
TRUE,TRUE,FALSE,TRUE,B,117,f,type1,A,B,FALSE,type4,20,FALSE,C,type1,5661,695
TRUE,TRUE,FALSE,TRUE,B,445,f,type4,A,B,TRUE,type5,29,FALSE,C,type2,6851,651
TRUE,TRUE,FALSE,TRUE,B,405,f,type6,C,B,TRUE,type3,29,FALSE,B,type2,4562,657
TRUE,TRUE,FALSE,TRUE,C,263,f,type6,A,B,FALSE,type5,29,FALSE,C,type2,6884,648
TRUE,FALSE,FALSE,TRUE,B,55,f,type3,A,A,TRUE,type5,33,FALSE,C,type4,3059,462
TRUE,FALSE,FALSE,TRUE,B,161,f,type6,A,B,TRUE,type5,25,FALSE,B,type1,523,681
TRUE,TRUE,FALSE,TRUE,C,37,m,type2,A,B,TRUE,type4,25,FALSE,C,type3,8087,589
TRUE,FALSE,FALSE,TRUE,B,215,f,type6,B,B,TRUE,type5,25,FALSE,C,type3,175,560
TRUE,FALSE,FALSE,TRUE,C,14,m,type6,A,B,FALSE,type5,41,FALSE,C,type1,3201,776
TRUE,FALSE,FALSE,TRUE,A,15139,m,type2,A,B,FALSE,type2,25,FALSE,B,type3,2673,519
TRUE,FALSE,FALSE,TRUE,B,3358,m,type6,A,B,FALSE,type5,25,FALSE,C,type4,922,449
TRUE,FALSE,FALSE,TRUE,B,10374,f,type6,B,B,TRUE,type5,25,FALSE,C,type3,6972,580
TRUE,FALSE,FALSE,TRUE,B,288,m,type6,A,B,TRUE,type5,29,FALSE,C,type4,8408,496
TRUE,FALSE,FALSE,TRUE,A,12359,m,type4,C,B,FALSE,type1,41,TRUE,B,type4,8219,475
TRUE,FALSE,FALSE,TRUE,C,60,f,type6,A,B,TRUE,type3,25,FALSE,B,type3,1582,557
TRUE,FALSE,FALSE,TRUE,C,423,m,type6,A,B,TRUE,type1,33,FALSE,B,type4,6572,421
TRUE,TRUE,FALSE,TRUE,B,42,f,type6,A,B,TRUE,type3,29,FALSE,C,type2,9689,641
TRUE,TRUE,FALSE,TRUE,B,296,m,type6,A,B,TRUE,type4,29,FALSE,C,type4,2615,433
TRUE,TRUE,FALSE,TRUE,A,15315,f,type3,A,B,FALSE,type1,33,FALSE,B,type1,3536,776
TRUE,TRUE,FALSE,TRUE,B,261,f,type1,A,B,TRUE,type5,29,FALSE,C,type3,8258,508
TRUE,TRUE,FALSE,TRUE,A,15392,m,type4,A,B,TRUE,type5,29,FALSE,B,type2,1227,608
FALSE,FALSE,FALSE,TRUE,A,132,f,type6,A,A,FALSE,type1,25,FALSE,C,type4,2543,388
TRUE,FALSE,FALSE,TRUE,B,421,m,type4,A,B,TRUE,type4,29,FALSE,A,type2,1197,662
TRUE,FALSE,FALSE,TRUE,A,1269,f,type4,B,C,TRUE,type5,29,FALSE,B,type1,8390,752
TRUE,FALSE,FALSE,TRUE,C,15398,f,type6,B,B,TRUE,type4,33,FALSE,C,type4,2683,499
TRUE,FALSE,FALSE,TRUE,A,1090,m,type3,A,B,FALSE,type1,33,FALSE,C,type4,3397,507
TRUE,FALSE,FALSE,TRUE,C,139,f,type6,A,B,TRUE,type4,37,FALSE,B,type3,9872,608
TRUE,FALSE,FALSE,TRUE,B,4,f,type6,A,B,TRUE,type4,29,FALSE,B,type1,9239,744
TRUE,TRUE,FALSE,TRUE,B,159,m,type5,B,A,TRUE,type5,33,FALSE,B,type1,8375,735
TRUE,FALSE,FALSE,TRUE,C,15099,f,type6,B,B,TRUE,type5,25,FALSE,B,type3,7659,602
TRUE,FALSE,FALSE,TRUE,B,77,f,type6,A,B,TRUE,type3,29,FALSE,A,type3,2661,522
TRUE,FALSE,FALSE,TRUE,B,248,m,type6,B,B,TRUE,type4,33,FALSE,C,type3,9224,535
TRUE,TRUE,FALSE,TRUE,B,373,m,type6,A,B,TRUE,type5,16,FALSE,A,type4,2892,489
TRUE,TRUE,FALSE,TRUE,C,64,m,type6,A,B,TRUE,type4,33,FALSE,C,type3,856,533
TRUE,TRUE,FALSE,TRUE,B,478,m,type6,B,B,TRUE,type5,25,FALSE,C,type4,8362,462
FALSE,TRUE,FALSE,TRUE,A,30378,m,type3,A,A,TRUE,type1,33,FALSE,B,type2,8191,657
TRUE,TRUE,FALSE,TRUE,C,345,m,type4,A,B,TRUE,type4,29,FALSE,A,type1,4072,712
TRUE,TRUE,FALSE,TRUE,C,307,m,type6,B,B,FALSE,type5,33,FALSE,B,type1,1987,732
TRUE,TRUE,FALSE,TRUE,B,100,m,type4,A,B,TRUE,type4,25,FALSE,C,type4,9753,495
TRUE,TRUE,FALSE,TRUE,A,388,m,type6,B,B,FALSE,type3,25,FALSE,B,type4,2864,501
TRUE,TRUE,FALSE,TRUE,A,439,m,type2,A,B,TRUE,type3,25,FALSE,B,type3,4078,536
TRUE,TRUE,FALSE,TRUE,C,51,m,type6,B,A,TRUE,type2,33,FALSE,C,type1,100,759
FALSE,FALSE,FALSE,TRUE,A,243,f,type6,A,C,FALSE,type1,33,FALSE,B,type3,5211,583
TRUE,FALSE,FALSE,TRUE,A,284,f,type1,B,A,TRUE,type5,29,FALSE,C,type3,2058,520
TRUE,TRUE,FALSE,TRUE,B,268,m,type6,A,B,TRUE,type4,29,FALSE,B,type4,6654,417
TRUE,TRUE,FALSE,TRUE,B,313,f,type4,A,B,TRUE,type5,25,FALSE,B,type3,8901,574
TRUE,TRUE,FALSE,TRUE,C,147,m,type2,A,C,TRUE,type5,33,TRUE,C,type4,2603,427
TRUE,FALSE,FALSE,TRUE,B,42,f,type6,A,B,TRUE,type4,33,TRUE,C,type4,1618,483
TRUE,TRUE,FALSE,TRUE,B,285,f,type6,A,B,TRUE,type5,29,TRUE,A,type2,8146,646
FALSE,FALSE,FALSE,TRUE,B,298,f,type6,A,C,TRUE,type5,33,FALSE,C,type3,4501,587
TRUE,FALSE,FALSE,TRUE,A,10439,m,type6,B,A,TRUE,type1,41,FALSE,B,type1,7097,868
TRUE,TRUE,FALSE,TRUE,B,185,f,type6,B,B,TRUE,type5,33,FALSE,C,type3,5268,554
TRUE,FALSE,FALSE,TRUE,B,41,f,type1,A,A,TRUE,type5,29,FALSE,A,type3,4288,592
TRUE,FALSE,FALSE,TRUE,C,115,f,type1,A,B,TRUE,type3,29,FALSE,C,type3,8684,526
TRUE,TRUE,FALSE,TRUE,B,436,m,type6,B,B,TRUE,type4,25,FALSE,B,type1,3042,746
TRUE,TRUE,TRUE,TRUE,C,56,f,type3,B,B,TRUE,type1,41,FALSE,C,type3,5062,600
TRUE,TRUE,FALSE,TRUE,B,75,f,type2,B,B,TRUE,type5,33,FALSE,C,type2,3691,651
TRUE,FALSE,FALSE,TRUE,A,5190,m,type2,B,C,TRUE,type5,33,TRUE,B,type1,5025,782
TRUE,FALSE,FALSE,TRUE,B,1225,f,type3,A,B,TRUE,type3,66,TRUE,B,type3,4407,514
TRUE,TRUE,FALSE,TRUE,C,342,f,type3,A,B,TRUE,type5,25,FALSE,A,type4,6741,499
FALSE,TRUE,FALSE,TRUE,A,30289,f,type4,B,A,FALSE,type2,20,FALSE,C,type3,4345,576
TRUE,TRUE,FALSE,TRUE,C,196,m,type6,B,B,FALSE,type5,25,FALSE,B,type1,3230,668
TRUE,TRUE,FALSE,TRUE,B,27303,m,type2,A,A,FALSE,type5,25,FALSE,B,type1,4162,867
TRUE,FALSE,FALSE,TRUE,B,404,f,type6,A,B,TRUE,type3,33,FALSE,C,type3,8855,547
TRUE,FALSE,FALSE,TRUE,B,1280,m,type6,C,B,TRUE,type5,29,TRUE,B,type4,4377,449
TRUE,FALSE,FALSE,TRUE,C,5401,f,type3,A,B,TRUE,type4,29,FALSE,C,type3,239,533
TRUE,FALSE,TRUE,TRUE,B,246,f,type6,A,B,FALSE,type4,20,FALSE,B,type1,8816,711
TRUE,FALSE,FALSE,TRUE,C,2391,m,type4,A,B,TRUE,type5,37,FALSE,B,type2,2636,659
TRUE,TRUE,FALSE,TRUE,B,264,f,type6,B,B,TRUE,type4,25,FALSE,B,type2,4597,642
TRUE,FALSE,FALSE,TRUE,B,415,m,type6,A,B,FALSE,type4,33,FALSE,B,type1,3387,717
TRUE,TRUE,FALSE,TRUE,C,5360,m,type6,A,B,TRUE,type4,29,FALSE,C,type2,9079,652
FALSE,FALSE,FALSE,TRUE,A,398,f,type5,A,A,FALSE,type5,33,FALSE,B,type2,3564,635
TRUE,TRUE,FALSE,TRUE,C,98,f,type1,A,A,TRUE,type1,29,FALSE,B,type3,1696,529
TRUE,TRUE,FALSE,TRUE,B,5,m,type6,B,B,FALSE,type5,50,FALSE,B,type3,41,580
TRUE,TRUE,FALSE,TRUE,C,84,m,type6,B,B,FALSE,type5,33,FALSE,C,type1,5963,788
TRUE,TRUE,FALSE,TRUE,A,10106,m,type6,B,A,TRUE,type1,33,FALSE,C,type1,8002,753
TRUE,TRUE,FALSE,TRUE,B,240,f,type3,B,B,FALSE,type5,25,FALSE,C,type1,533,738
FALSE,FALSE,FALSE,TRUE,C,165,f,type2,A,A,TRUE,type5,25,FALSE,B,type4,1831,492
FALSE,FALSE,FALSE,TRUE,A,30103,f,type1,A,B,FALSE,type1,29,FALSE,C,type1,3844,809
TRUE,FALSE,FALSE,TRUE,B,3046,m,type6,A,B,TRUE,type4,33,FALSE,C,type4,4042,460
TRUE,FALSE,FALSE,TRUE,C,314,f,type2,B,A,TRUE,type4,25,FALSE,B,type3,3421,576
TRUE,TRUE,FALSE,TRUE,C,2297,f,type6,A,B,TRUE,type3,29,FALSE,B,type3,3326,568
TRUE,TRUE,FALSE,TRUE,B,127,m,type6,C,B,TRUE,type5,33,FALSE,B,type3,4059,565
TRUE,TRUE,FALSE,TRUE,C,345,m,type2,A,B,TRUE,type4,29,TRUE,C,type3,8281,605
FALSE,FALSE,FALSE,TRUE,A,30268,f,type3,A,A,TRUE,type1,25,FALSE,C,type4,3528,498
TRUE,TRUE,FALSE,TRUE,B,2445,m,type6,A,B,TRUE,type3,29,FALSE,C,type1,5492,709
FALSE,TRUE,FALSE,TRUE,C,338,f,type2,A,B,TRUE,type4,29,FALSE,B,type3,2538,522
TRUE,TRUE,FALSE,TRUE,C,395,m,type6,A,B,TRUE,type4,33,FALSE,B,type3,9901,598
TRUE,TRUE,FALSE,TRUE,C,69,f,type6,A,B,TRUE,type4,33,FALSE,C,type4,784,487
TRUE,FALSE,FALSE,TRUE,A,309,m,type6,C,B,TRUE,type2,20,TRUE,B,type3,3988,534
TRUE,TRUE,TRUE,TRUE,B,2004,m,type6,C,B,TRUE,type3,25,FALSE,C,type5,2739,362
TRUE,FALSE,FALSE,TRUE,B,488,f,type6,A,B,FALSE,type4,33,FALSE,C,type1,5924,692
TRUE,TRUE,FALSE,TRUE,B,453,f,type6,A,B,TRUE,type3,33,FALSE,C,type4,9137,500
TRUE,TRUE,FALSE,TRUE,C,351,m,type4,B,A,FALSE,type1,20,TRUE,C,type2,3245,666
TRUE,FALSE,FALSE,TRUE,B,119,m,type6,B,B,FALSE,type5,50,FALSE,C,type2,4818,657
TRUE,TRUE,FALSE,TRUE,C,157,f,type6,B,B,FALSE,type3,29,FALSE,C,type4,893,495
TRUE,TRUE,FALSE,TRUE,B,290,m,type6,B,B,TRUE,type5,29,FALSE,B,type4,7346,499
FALSE,FALSE,FALSE,TRUE,C,250,f,type3,A,A,TRUE,type4,25,FALSE,B,type3,9645,566
TRUE,FALSE,FALSE,TRUE,B,2058,m,type6,C,B,TRUE,type4,33,FALSE,C,type3,5531,548
TRUE,FALSE,FALSE,TRUE,C,2060,f,type4,A,B,TRUE,type5,20,TRUE,B,type4,1151,426
TRUE,TRUE,FALSE,TRUE,B,320,m,type6,A,B,TRUE,type1,25,FALSE,C,type1,3433,725
FALSE,FALSE,FALSE,TRUE,A,30471,m,type6,C,A,FALSE,type1,25,TRUE,B,type1,3100,768
TRUE,TRUE,FALSE,TRUE,C,86,m,type6,A,B,TRUE,type3,25,FALSE,C,type3,1577,583
TRUE,FALSE,FALSE,TRUE,B,210,m,type6,A,C,TRUE,type4,33,TRUE,C,type1,6796,715
TRUE,FALSE,FALSE,TRUE,A,489,f,type4,B,A,TRUE,type5,20,TRUE,B,type1,3230,839
TRUE,FALSE,TRUE,TRUE,B,68,f,type6,A,B,TRUE,type3,16,FALSE,B,type4,7556,453
TRUE,TRUE,FALSE,TRUE,B,408,f,type6,A,B,TRUE,type4,29,FALSE,C,type5,2437,366
TRUE,FALSE,FALSE,TRUE,A,76,f,type1,A,A,TRUE,type5,33,FALSE,A,type3,6014,581
TRUE,FALSE,FALSE,TRUE,C,26,m,type6,A,B,TRUE,type3,29,FALSE,C,type4,3751,425
FALSE,FALSE,FALSE,TRUE,A,30384,f,type1,A,A,TRUE,type2,29,TRUE,A,type1,6147,715
FALSE,FALSE,FALSE,TRUE,A,30263,f,type5,A,A,FALSE,type1,41,FALSE,A,type3,3530,526
TRUE,TRUE,FALSE,TRUE,B,50,f,type6,A,B,FALSE,type3,29,FALSE,B,type3,7159,555
TRUE,TRUE,FALSE,TRUE,C,5360,m,type4,A,B,TRUE,type1,33,FALSE,B,type1,3293,827
